Candidate_ID,Pred_pChEMBL_Mean,Epistemic_Uncertainty_Std,Confidence_Group
WT_Cand_11614,5.795,0.287,Low-Confidence (Filtered Out)
WT_Cand_11615,6.428,0.071,High-Confidence (Std <= 0.20)
WT_Cand_11616,6.886,0.151,High-Confidence (Std <= 0.20)
WT_Cand_11617,6.448,0.158,High-Confidence (Std <= 0.20)
WT_Cand_11618,7.889,0.626,Low-Confidence (Filtered Out)
WT_Cand_11619,7.1,0.212,Low-Confidence (Filtered Out)
WT_Cand_11620,7.894,0.05,High-Confidence (Std <= 0.20)
WT_Cand_11621,6.488,0.044,High-Confidence (Std <= 0.20)
WT_Cand_11622,8.374,0.157,High-Confidence (Std <= 0.20)
WT_Cand_11623,6.659,0.445,Low-Confidence (Filtered Out)
WT_Cand_11624,5.733,0.008,High-Confidence (Std <= 0.20)
WT_Cand_11625,9.354,0.16,High-Confidence (Std <= 0.20)
WT_Cand_11626,4.751,0.402,Low-Confidence (Filtered Out)
WT_Cand_11627,6.0,0.251,Low-Confidence (Filtered Out)
WT_Cand_11628,6.129,0.528,Low-Confidence (Filtered Out)
WT_Cand_11629,9.735,0.116,High-Confidence (Std <= 0.20)
WT_Cand_11630,8.928,0.045,High-Confidence (Std <= 0.20)
WT_Cand_11631,8.568,0.114,High-Confidence (Std <= 0.20)
WT_Cand_11632,6.47,0.053,High-Confidence (Std <= 0.20)
WT_Cand_11633,9.64,0.602,Low-Confidence (Filtered Out)
WT_Cand_11634,7.274,0.17,High-Confidence (Std <= 0.20)
WT_Cand_11635,7.974,0.203,Low-Confidence (Filtered Out)
WT_Cand_11636,7.057,0.046,High-Confidence (Std <= 0.20)
WT_Cand_11637,6.793,0.08,High-Confidence (Std <= 0.20)
WT_Cand_11638,6.56,0.318,Low-Confidence (Filtered Out)
WT_Cand_11639,6.609,0.139,High-Confidence (Std <= 0.20)
WT_Cand_11640,7.55,0.099,High-Confidence (Std <= 0.20)
WT_Cand_11641,7.272,0.164,High-Confidence (Std <= 0.20)
WT_Cand_11642,6.814,0.101,High-Confidence (Std <= 0.20)
WT_Cand_11643,8.586,0.004,High-Confidence (Std <= 0.20)
WT_Cand_11644,3.438,0.03,High-Confidence (Std <= 0.20)
WT_Cand_11645,7.436,0.154,High-Confidence (Std <= 0.20)
WT_Cand_11646,7.675,0.32,Low-Confidence (Filtered Out)
WT_Cand_11647,8.169,0.088,High-Confidence (Std <= 0.20)
WT_Cand_11648,6.775,0.455,Low-Confidence (Filtered Out)
WT_Cand_11649,7.089,0.312,Low-Confidence (Filtered Out)
WT_Cand_11650,7.984,0.35,Low-Confidence (Filtered Out)
WT_Cand_11651,8.565,0.023,High-Confidence (Std <= 0.20)
WT_Cand_11652,6.504,0.3,Low-Confidence (Filtered Out)
WT_Cand_11653,7.157,0.082,High-Confidence (Std <= 0.20)
WT_Cand_11654,8.78,0.477,Low-Confidence (Filtered Out)
WT_Cand_11655,4.407,0.116,High-Confidence (Std <= 0.20)
WT_Cand_11656,6.056,0.078,High-Confidence (Std <= 0.20)
WT_Cand_11657,8.536,0.081,High-Confidence (Std <= 0.20)
WT_Cand_11658,8.106,0.263,Low-Confidence (Filtered Out)
WT_Cand_11659,7.451,0.021,High-Confidence (Std <= 0.20)
WT_Cand_11660,6.334,0.176,High-Confidence (Std <= 0.20)
WT_Cand_11661,5.836,0.133,High-Confidence (Std <= 0.20)
WT_Cand_11662,6.17,0.059,High-Confidence (Std <= 0.20)
WT_Cand_11663,8.63,0.345,Low-Confidence (Filtered Out)
WT_Cand_11664,6.127,0.246,Low-Confidence (Filtered Out)
WT_Cand_11665,6.967,0.064,High-Confidence (Std <= 0.20)
WT_Cand_11666,5.983,0.038,High-Confidence (Std <= 0.20)
WT_Cand_11667,7.819,0.123,High-Confidence (Std <= 0.20)
WT_Cand_11668,6.23,0.251,Low-Confidence (Filtered Out)
WT_Cand_11669,6.738,0.209,Low-Confidence (Filtered Out)
WT_Cand_11670,4.914,0.256,Low-Confidence (Filtered Out)
WT_Cand_11671,4.995,0.01,High-Confidence (Std <= 0.20)
WT_Cand_11672,6.859,0.054,High-Confidence (Std <= 0.20)
WT_Cand_11673,5.326,0.193,High-Confidence (Std <= 0.20)
WT_Cand_11674,9.271,0.064,High-Confidence (Std <= 0.20)
WT_Cand_11675,4.479,0.35,Low-Confidence (Filtered Out)
WT_Cand_11676,5.93,0.113,High-Confidence (Std <= 0.20)
WT_Cand_11677,6.869,0.04,High-Confidence (Std <= 0.20)
WT_Cand_11678,6.43,0.035,High-Confidence (Std <= 0.20)
WT_Cand_11679,5.58,0.166,High-Confidence (Std <= 0.20)
WT_Cand_11680,5.748,0.046,High-Confidence (Std <= 0.20)
WT_Cand_11681,5.711,0.065,High-Confidence (Std <= 0.20)
WT_Cand_11682,6.52,0.614,Low-Confidence (Filtered Out)
WT_Cand_11683,9.095,0.005,High-Confidence (Std <= 0.20)
WT_Cand_11684,6.94,0.083,High-Confidence (Std <= 0.20)
WT_Cand_11685,8.21,0.081,High-Confidence (Std <= 0.20)
WT_Cand_11686,7.433,0.067,High-Confidence (Std <= 0.20)
WT_Cand_11687,8.131,0.126,High-Confidence (Std <= 0.20)
WT_Cand_11688,3.63,0.186,High-Confidence (Std <= 0.20)
WT_Cand_11689,6.5,0.293,Low-Confidence (Filtered Out)
WT_Cand_11690,8.353,0.789,Low-Confidence (Filtered Out)
WT_Cand_11691,6.193,0.257,Low-Confidence (Filtered Out)
WT_Cand_11692,8.877,0.348,Low-Confidence (Filtered Out)
WT_Cand_11693,8.556,0.086,High-Confidence (Std <= 0.20)
WT_Cand_11694,6.31,0.13,High-Confidence (Std <= 0.20)
WT_Cand_11695,6.271,0.116,High-Confidence (Std <= 0.20)
WT_Cand_11696,5.684,0.07,High-Confidence (Std <= 0.20)
WT_Cand_11697,6.126,0.148,High-Confidence (Std <= 0.20)
WT_Cand_11698,5.433,0.026,High-Confidence (Std <= 0.20)
WT_Cand_11699,7.343,0.082,High-Confidence (Std <= 0.20)
WT_Cand_11700,5.176,0.389,Low-Confidence (Filtered Out)
WT_Cand_11701,7.544,0.167,High-Confidence (Std <= 0.20)
WT_Cand_11702,7.572,0.394,Low-Confidence (Filtered Out)
WT_Cand_11703,4.94,0.17,High-Confidence (Std <= 0.20)
WT_Cand_11704,8.632,0.116,High-Confidence (Std <= 0.20)
WT_Cand_11705,7.441,0.047,High-Confidence (Std <= 0.20)
WT_Cand_11706,7.712,0.139,High-Confidence (Std <= 0.20)
WT_Cand_11707,5.978,0.072,High-Confidence (Std <= 0.20)
WT_Cand_11708,7.566,0.033,High-Confidence (Std <= 0.20)
WT_Cand_11709,8.145,0.053,High-Confidence (Std <= 0.20)
WT_Cand_11710,6.737,0.218,Low-Confidence (Filtered Out)
WT_Cand_11711,9.152,0.38,Low-Confidence (Filtered Out)
WT_Cand_11712,6.901,0.234,Low-Confidence (Filtered Out)
WT_Cand_11713,8.162,0.05,High-Confidence (Std <= 0.20)
WT_Cand_11714,7.187,0.167,High-Confidence (Std <= 0.20)
WT_Cand_11715,7.523,0.105,High-Confidence (Std <= 0.20)
WT_Cand_11716,4.928,0.193,High-Confidence (Std <= 0.20)
WT_Cand_11717,7.277,0.081,High-Confidence (Std <= 0.20)
WT_Cand_11718,6.005,0.278,Low-Confidence (Filtered Out)
WT_Cand_11719,5.877,0.278,Low-Confidence (Filtered Out)
WT_Cand_11720,8.856,0.25,Low-Confidence (Filtered Out)
WT_Cand_11721,6.604,0.159,High-Confidence (Std <= 0.20)
WT_Cand_11722,5.696,0.285,Low-Confidence (Filtered Out)
WT_Cand_11723,6.437,0.025,High-Confidence (Std <= 0.20)
WT_Cand_11724,5.354,0.1,High-Confidence (Std <= 0.20)
WT_Cand_11725,8.499,0.354,Low-Confidence (Filtered Out)
WT_Cand_11726,6.05,0.05,High-Confidence (Std <= 0.20)
WT_Cand_11727,7.459,0.296,Low-Confidence (Filtered Out)
WT_Cand_11728,8.41,0.176,High-Confidence (Std <= 0.20)
WT_Cand_11729,6.275,0.128,High-Confidence (Std <= 0.20)
WT_Cand_11730,7.462,0.101,High-Confidence (Std <= 0.20)
WT_Cand_11731,5.665,0.05,High-Confidence (Std <= 0.20)
WT_Cand_11732,9.663,0.297,Low-Confidence (Filtered Out)
WT_Cand_11733,7.927,0.165,High-Confidence (Std <= 0.20)
WT_Cand_11734,6.629,0.355,Low-Confidence (Filtered Out)
WT_Cand_11735,5.961,0.238,Low-Confidence (Filtered Out)
WT_Cand_11736,6.719,0.146,High-Confidence (Std <= 0.20)
WT_Cand_11737,6.459,0.09,High-Confidence (Std <= 0.20)
WT_Cand_11738,9.096,0.045,High-Confidence (Std <= 0.20)
WT_Cand_11739,5.441,0.033,High-Confidence (Std <= 0.20)
WT_Cand_11740,7.005,0.343,Low-Confidence (Filtered Out)
WT_Cand_11741,6.829,0.111,High-Confidence (Std <= 0.20)
WT_Cand_11742,6.715,0.219,Low-Confidence (Filtered Out)
WT_Cand_11743,6.725,0.049,High-Confidence (Std <= 0.20)
WT_Cand_11744,6.717,0.067,High-Confidence (Std <= 0.20)
WT_Cand_11745,7.854,0.102,High-Confidence (Std <= 0.20)
WT_Cand_11746,7.55,0.13,High-Confidence (Std <= 0.20)
WT_Cand_11747,7.332,0.019,High-Confidence (Std <= 0.20)
WT_Cand_11748,3.361,0.023,High-Confidence (Std <= 0.20)
WT_Cand_11749,7.195,0.063,High-Confidence (Std <= 0.20)
WT_Cand_11750,4.946,0.167,High-Confidence (Std <= 0.20)
WT_Cand_11751,7.593,0.207,Low-Confidence (Filtered Out)
WT_Cand_11752,8.546,0.216,Low-Confidence (Filtered Out)
WT_Cand_11753,5.785,0.304,Low-Confidence (Filtered Out)
WT_Cand_11754,6.549,0.027,High-Confidence (Std <= 0.20)
WT_Cand_11755,6.161,0.146,High-Confidence (Std <= 0.20)
WT_Cand_11756,8.271,0.177,High-Confidence (Std <= 0.20)
WT_Cand_11757,6.959,0.534,Low-Confidence (Filtered Out)
WT_Cand_11758,8.838,0.322,Low-Confidence (Filtered Out)
WT_Cand_11759,7.326,0.116,High-Confidence (Std <= 0.20)
WT_Cand_11760,7.129,0.104,High-Confidence (Std <= 0.20)
WT_Cand_11761,6.928,0.043,High-Confidence (Std <= 0.20)
WT_Cand_11762,7.791,0.08,High-Confidence (Std <= 0.20)
WT_Cand_11763,4.852,0.205,Low-Confidence (Filtered Out)
WT_Cand_11764,6.948,0.172,High-Confidence (Std <= 0.20)
WT_Cand_11765,6.769,0.061,High-Confidence (Std <= 0.20)
WT_Cand_11766,7.684,0.046,High-Confidence (Std <= 0.20)
WT_Cand_11767,6.634,0.238,Low-Confidence (Filtered Out)
WT_Cand_11768,5.655,0.189,High-Confidence (Std <= 0.20)
WT_Cand_11769,6.858,0.067,High-Confidence (Std <= 0.20)
WT_Cand_11770,5.605,0.242,Low-Confidence (Filtered Out)
WT_Cand_11771,4.636,0.129,High-Confidence (Std <= 0.20)
WT_Cand_11772,7.686,0.114,High-Confidence (Std <= 0.20)
WT_Cand_11773,7.516,0.014,High-Confidence (Std <= 0.20)
WT_Cand_11774,7.387,0.155,High-Confidence (Std <= 0.20)
WT_Cand_11775,8.348,0.067,High-Confidence (Std <= 0.20)
WT_Cand_11776,6.085,0.122,High-Confidence (Std <= 0.20)
WT_Cand_11777,5.204,0.192,High-Confidence (Std <= 0.20)
WT_Cand_11778,6.769,0.068,High-Confidence (Std <= 0.20)
WT_Cand_11779,6.45,0.049,High-Confidence (Std <= 0.20)
WT_Cand_11780,5.881,0.04,High-Confidence (Std <= 0.20)
WT_Cand_11781,6.758,0.437,Low-Confidence (Filtered Out)
WT_Cand_11782,6.147,0.079,High-Confidence (Std <= 0.20)
WT_Cand_11783,4.739,0.093,High-Confidence (Std <= 0.20)
WT_Cand_11784,6.343,0.168,High-Confidence (Std <= 0.20)
WT_Cand_11785,5.543,0.276,Low-Confidence (Filtered Out)
WT_Cand_11786,7.116,0.187,High-Confidence (Std <= 0.20)
WT_Cand_11787,6.096,0.061,High-Confidence (Std <= 0.20)
WT_Cand_11788,8.128,0.056,High-Confidence (Std <= 0.20)
WT_Cand_11789,8.694,0.094,High-Confidence (Std <= 0.20)
WT_Cand_11790,7.631,0.351,Low-Confidence (Filtered Out)
WT_Cand_11791,5.066,0.164,High-Confidence (Std <= 0.20)
WT_Cand_11792,8.581,0.133,High-Confidence (Std <= 0.20)
WT_Cand_11793,8.662,0.096,High-Confidence (Std <= 0.20)
WT_Cand_11794,6.872,0.21,Low-Confidence (Filtered Out)
WT_Cand_11795,8.371,0.173,High-Confidence (Std <= 0.20)
WT_Cand_11796,6.216,0.317,Low-Confidence (Filtered Out)
WT_Cand_11797,4.704,0.01,High-Confidence (Std <= 0.20)
WT_Cand_11798,5.976,0.395,Low-Confidence (Filtered Out)
WT_Cand_11799,8.839,0.194,High-Confidence (Std <= 0.20)
WT_Cand_11800,5.135,0.155,High-Confidence (Std <= 0.20)
WT_Cand_11801,6.849,0.107,High-Confidence (Std <= 0.20)
WT_Cand_11802,6.889,0.007,High-Confidence (Std <= 0.20)
WT_Cand_11803,6.26,0.156,High-Confidence (Std <= 0.20)
WT_Cand_11804,6.34,0.156,High-Confidence (Std <= 0.20)
WT_Cand_11805,6.933,0.563,Low-Confidence (Filtered Out)
WT_Cand_11806,6.204,0.045,High-Confidence (Std <= 0.20)
WT_Cand_11807,5.215,0.083,High-Confidence (Std <= 0.20)
WT_Cand_11808,7.097,0.181,High-Confidence (Std <= 0.20)
WT_Cand_11809,8.084,0.381,Low-Confidence (Filtered Out)
WT_Cand_11810,7.85,0.173,High-Confidence (Std <= 0.20)
WT_Cand_11811,5.919,0.119,High-Confidence (Std <= 0.20)
WT_Cand_11812,5.411,0.034,High-Confidence (Std <= 0.20)
WT_Cand_11813,6.523,0.15,High-Confidence (Std <= 0.20)
WT_Cand_11814,8.653,0.056,High-Confidence (Std <= 0.20)
WT_Cand_11815,7.592,0.067,High-Confidence (Std <= 0.20)
WT_Cand_11816,7.66,0.159,High-Confidence (Std <= 0.20)
WT_Cand_11817,7.873,0.119,High-Confidence (Std <= 0.20)
WT_Cand_11818,7.334,0.175,High-Confidence (Std <= 0.20)
WT_Cand_11819,6.989,0.092,High-Confidence (Std <= 0.20)
WT_Cand_11820,7.612,0.149,High-Confidence (Std <= 0.20)
WT_Cand_11821,6.222,0.052,High-Confidence (Std <= 0.20)
WT_Cand_11822,5.223,0.061,High-Confidence (Std <= 0.20)
WT_Cand_11823,7.681,0.318,Low-Confidence (Filtered Out)
WT_Cand_11824,8.273,0.554,Low-Confidence (Filtered Out)
WT_Cand_11825,5.564,0.504,Low-Confidence (Filtered Out)
WT_Cand_11826,7.795,0.074,High-Confidence (Std <= 0.20)
WT_Cand_11827,8.783,0.204,Low-Confidence (Filtered Out)
WT_Cand_11828,6.847,0.087,High-Confidence (Std <= 0.20)
WT_Cand_11829,5.909,0.151,High-Confidence (Std <= 0.20)
WT_Cand_11830,6.991,0.151,High-Confidence (Std <= 0.20)
WT_Cand_11831,6.217,0.118,High-Confidence (Std <= 0.20)
WT_Cand_11832,6.141,0.112,High-Confidence (Std <= 0.20)
WT_Cand_11833,7.348,0.081,High-Confidence (Std <= 0.20)
WT_Cand_11834,5.006,0.207,Low-Confidence (Filtered Out)
WT_Cand_11835,5.189,0.276,Low-Confidence (Filtered Out)
WT_Cand_11836,6.872,0.118,High-Confidence (Std <= 0.20)
WT_Cand_11837,6.824,0.421,Low-Confidence (Filtered Out)
WT_Cand_11838,7.245,0.157,High-Confidence (Std <= 0.20)
WT_Cand_11839,9.007,0.365,Low-Confidence (Filtered Out)
WT_Cand_11840,6.97,0.159,High-Confidence (Std <= 0.20)
WT_Cand_11841,7.538,0.001,High-Confidence (Std <= 0.20)
WT_Cand_11842,5.728,0.377,Low-Confidence (Filtered Out)
WT_Cand_11843,7.733,0.109,High-Confidence (Std <= 0.20)
WT_Cand_11844,6.245,0.104,High-Confidence (Std <= 0.20)
WT_Cand_11845,6.932,0.033,High-Confidence (Std <= 0.20)
WT_Cand_11846,6.725,0.287,Low-Confidence (Filtered Out)
WT_Cand_11847,8.038,0.037,High-Confidence (Std <= 0.20)
WT_Cand_11848,5.344,0.374,Low-Confidence (Filtered Out)
WT_Cand_11849,4.224,0.106,High-Confidence (Std <= 0.20)
WT_Cand_11850,6.605,0.275,Low-Confidence (Filtered Out)
WT_Cand_11851,7.389,0.05,High-Confidence (Std <= 0.20)
WT_Cand_11852,7.025,0.397,Low-Confidence (Filtered Out)
WT_Cand_11853,8.267,0.229,Low-Confidence (Filtered Out)
WT_Cand_11854,7.353,0.102,High-Confidence (Std <= 0.20)
WT_Cand_11855,6.202,0.335,Low-Confidence (Filtered Out)
WT_Cand_11856,4.176,0.157,High-Confidence (Std <= 0.20)
WT_Cand_11857,6.577,0.512,Low-Confidence (Filtered Out)
WT_Cand_11858,8.032,0.071,High-Confidence (Std <= 0.20)
WT_Cand_11859,6.399,0.31,Low-Confidence (Filtered Out)
WT_Cand_11860,6.883,0.25,Low-Confidence (Filtered Out)
WT_Cand_11861,7.335,0.022,High-Confidence (Std <= 0.20)
WT_Cand_11862,5.682,0.032,High-Confidence (Std <= 0.20)
WT_Cand_11863,7.567,0.097,High-Confidence (Std <= 0.20)
WT_Cand_11864,8.733,0.192,High-Confidence (Std <= 0.20)
WT_Cand_11865,6.651,0.27,Low-Confidence (Filtered Out)
WT_Cand_11866,5.552,0.188,High-Confidence (Std <= 0.20)
WT_Cand_11867,6.773,0.306,Low-Confidence (Filtered Out)
WT_Cand_11868,4.292,0.114,High-Confidence (Std <= 0.20)
WT_Cand_11869,7.237,0.276,Low-Confidence (Filtered Out)
WT_Cand_11870,7.37,0.155,High-Confidence (Std <= 0.20)
WT_Cand_11871,8.777,0.097,High-Confidence (Std <= 0.20)
WT_Cand_11872,6.627,0.033,High-Confidence (Std <= 0.20)
WT_Cand_11873,7.32,0.012,High-Confidence (Std <= 0.20)
WT_Cand_11874,5.86,0.111,High-Confidence (Std <= 0.20)
WT_Cand_11875,6.44,0.164,High-Confidence (Std <= 0.20)
WT_Cand_11876,5.096,0.068,High-Confidence (Std <= 0.20)
WT_Cand_11877,6.626,0.09,High-Confidence (Std <= 0.20)
WT_Cand_11878,6.499,0.099,High-Confidence (Std <= 0.20)
WT_Cand_11879,7.194,0.045,High-Confidence (Std <= 0.20)
WT_Cand_11880,6.133,0.064,High-Confidence (Std <= 0.20)
WT_Cand_11881,6.946,0.237,Low-Confidence (Filtered Out)
WT_Cand_11882,6.467,0.123,High-Confidence (Std <= 0.20)
WT_Cand_11883,6.469,0.188,High-Confidence (Std <= 0.20)
WT_Cand_11884,6.942,0.017,High-Confidence (Std <= 0.20)
WT_Cand_11885,6.897,0.353,Low-Confidence (Filtered Out)
WT_Cand_11886,7.725,0.147,High-Confidence (Std <= 0.20)
WT_Cand_11887,6.711,0.268,Low-Confidence (Filtered Out)
WT_Cand_11888,6.448,0.037,High-Confidence (Std <= 0.20)
WT_Cand_11889,6.642,0.212,Low-Confidence (Filtered Out)
WT_Cand_11890,6.028,0.099,High-Confidence (Std <= 0.20)
WT_Cand_11891,6.436,0.598,Low-Confidence (Filtered Out)
WT_Cand_11892,9.186,0.074,High-Confidence (Std <= 0.20)
WT_Cand_11893,5.8,0.153,High-Confidence (Std <= 0.20)
WT_Cand_11894,6.53,0.042,High-Confidence (Std <= 0.20)
WT_Cand_11895,6.404,0.151,High-Confidence (Std <= 0.20)
WT_Cand_11896,6.566,0.132,High-Confidence (Std <= 0.20)
WT_Cand_11897,6.469,0.327,Low-Confidence (Filtered Out)
WT_Cand_11898,7.171,0.16,High-Confidence (Std <= 0.20)
WT_Cand_11899,4.883,0.102,High-Confidence (Std <= 0.20)
WT_Cand_11900,8.043,0.13,High-Confidence (Std <= 0.20)
WT_Cand_11901,7.577,0.016,High-Confidence (Std <= 0.20)
WT_Cand_11902,5.421,0.169,High-Confidence (Std <= 0.20)
WT_Cand_11903,4.241,0.291,Low-Confidence (Filtered Out)
WT_Cand_11904,5.726,0.156,High-Confidence (Std <= 0.20)
WT_Cand_11905,6.571,0.021,High-Confidence (Std <= 0.20)
WT_Cand_11906,9.817,0.187,High-Confidence (Std <= 0.20)
WT_Cand_11907,7.475,0.194,High-Confidence (Std <= 0.20)
WT_Cand_11908,4.771,0.209,Low-Confidence (Filtered Out)
WT_Cand_11909,6.057,0.13,High-Confidence (Std <= 0.20)
WT_Cand_11910,6.789,0.166,High-Confidence (Std <= 0.20)
WT_Cand_11911,7.142,0.193,High-Confidence (Std <= 0.20)
WT_Cand_11912,5.338,0.054,High-Confidence (Std <= 0.20)
WT_Cand_11913,6.695,0.064,High-Confidence (Std <= 0.20)
WT_Cand_11914,6.025,0.212,Low-Confidence (Filtered Out)
WT_Cand_11915,5.581,0.063,High-Confidence (Std <= 0.20)
WT_Cand_11916,7.149,0.122,High-Confidence (Std <= 0.20)
WT_Cand_11917,7.74,0.209,Low-Confidence (Filtered Out)
WT_Cand_11918,7.817,0.306,Low-Confidence (Filtered Out)
WT_Cand_11919,7.511,0.077,High-Confidence (Std <= 0.20)
WT_Cand_11920,6.278,0.061,High-Confidence (Std <= 0.20)
WT_Cand_11921,7.672,0.21,Low-Confidence (Filtered Out)
WT_Cand_11922,7.205,0.319,Low-Confidence (Filtered Out)
WT_Cand_11923,7.004,0.021,High-Confidence (Std <= 0.20)
WT_Cand_11924,6.147,0.141,High-Confidence (Std <= 0.20)
WT_Cand_11925,6.279,0.432,Low-Confidence (Filtered Out)
WT_Cand_11926,6.935,0.056,High-Confidence (Std <= 0.20)
WT_Cand_11927,9.656,0.217,Low-Confidence (Filtered Out)
WT_Cand_11928,7.196,0.127,High-Confidence (Std <= 0.20)
WT_Cand_11929,6.147,0.13,High-Confidence (Std <= 0.20)
WT_Cand_11930,5.893,0.114,High-Confidence (Std <= 0.20)
WT_Cand_11931,6.284,0.175,High-Confidence (Std <= 0.20)
WT_Cand_11932,9.354,0.329,Low-Confidence (Filtered Out)
WT_Cand_11933,6.391,0.058,High-Confidence (Std <= 0.20)
WT_Cand_11934,7.893,0.064,High-Confidence (Std <= 0.20)
WT_Cand_11935,6.418,0.17,High-Confidence (Std <= 0.20)
WT_Cand_11936,7.15,0.178,High-Confidence (Std <= 0.20)
WT_Cand_11937,7.761,0.113,High-Confidence (Std <= 0.20)
WT_Cand_11938,6.192,0.293,Low-Confidence (Filtered Out)
WT_Cand_11939,6.113,0.071,High-Confidence (Std <= 0.20)
WT_Cand_11940,8.758,0.066,High-Confidence (Std <= 0.20)
WT_Cand_11941,7.982,0.154,High-Confidence (Std <= 0.20)
WT_Cand_11942,7.759,0.056,High-Confidence (Std <= 0.20)
WT_Cand_11943,7.755,0.724,Low-Confidence (Filtered Out)
WT_Cand_11944,7.379,0.03,High-Confidence (Std <= 0.20)
WT_Cand_11945,9.17,0.398,Low-Confidence (Filtered Out)
WT_Cand_11946,6.9,0.068,High-Confidence (Std <= 0.20)
WT_Cand_11947,7.514,0.029,High-Confidence (Std <= 0.20)
WT_Cand_11948,5.181,0.167,High-Confidence (Std <= 0.20)
WT_Cand_11949,5.901,0.111,High-Confidence (Std <= 0.20)
WT_Cand_11950,5.469,0.574,Low-Confidence (Filtered Out)
WT_Cand_11951,8.315,0.189,High-Confidence (Std <= 0.20)
WT_Cand_11952,3.915,0.108,High-Confidence (Std <= 0.20)
WT_Cand_11953,6.387,0.128,High-Confidence (Std <= 0.20)
WT_Cand_11954,3.407,0.008,High-Confidence (Std <= 0.20)
WT_Cand_11955,5.894,0.005,High-Confidence (Std <= 0.20)
WT_Cand_11956,6.285,0.02,High-Confidence (Std <= 0.20)
WT_Cand_11957,8.443,0.114,High-Confidence (Std <= 0.20)
WT_Cand_11958,7.306,0.138,High-Confidence (Std <= 0.20)
WT_Cand_11959,5.892,0.194,High-Confidence (Std <= 0.20)
WT_Cand_11960,8.076,0.241,Low-Confidence (Filtered Out)
WT_Cand_11961,6.871,0.009,High-Confidence (Std <= 0.20)
WT_Cand_11962,6.893,0.174,High-Confidence (Std <= 0.20)
WT_Cand_11963,5.467,0.351,Low-Confidence (Filtered Out)
WT_Cand_11964,5.711,0.092,High-Confidence (Std <= 0.20)
WT_Cand_11965,5.901,0.692,Low-Confidence (Filtered Out)
WT_Cand_11966,6.903,0.129,High-Confidence (Std <= 0.20)
WT_Cand_11967,6.94,0.073,High-Confidence (Std <= 0.20)
WT_Cand_11968,8.626,0.27,Low-Confidence (Filtered Out)
WT_Cand_11969,7.293,0.194,High-Confidence (Std <= 0.20)
WT_Cand_11970,3.736,0.364,Low-Confidence (Filtered Out)
WT_Cand_11971,7.152,0.24,Low-Confidence (Filtered Out)
WT_Cand_11972,5.182,0.139,High-Confidence (Std <= 0.20)
WT_Cand_11973,5.739,0.248,Low-Confidence (Filtered Out)
WT_Cand_11974,5.916,0.017,High-Confidence (Std <= 0.20)
WT_Cand_11975,6.087,0.207,Low-Confidence (Filtered Out)
WT_Cand_11976,5.269,0.124,High-Confidence (Std <= 0.20)
WT_Cand_11977,7.084,0.033,High-Confidence (Std <= 0.20)
WT_Cand_11978,5.228,0.234,Low-Confidence (Filtered Out)
WT_Cand_11979,7.26,0.325,Low-Confidence (Filtered Out)
WT_Cand_11980,9.423,0.1,High-Confidence (Std <= 0.20)
WT_Cand_11981,5.321,0.055,High-Confidence (Std <= 0.20)
WT_Cand_11982,6.523,0.29,Low-Confidence (Filtered Out)
WT_Cand_11983,3.948,0.054,High-Confidence (Std <= 0.20)
WT_Cand_11984,6.504,0.139,High-Confidence (Std <= 0.20)
WT_Cand_11985,7.589,0.134,High-Confidence (Std <= 0.20)
WT_Cand_11986,7.679,0.051,High-Confidence (Std <= 0.20)
WT_Cand_11987,6.939,0.029,High-Confidence (Std <= 0.20)
WT_Cand_11988,7.873,0.263,Low-Confidence (Filtered Out)
WT_Cand_11989,9.778,0.182,High-Confidence (Std <= 0.20)
WT_Cand_11990,8.819,0.088,High-Confidence (Std <= 0.20)
WT_Cand_11991,6.249,0.091,High-Confidence (Std <= 0.20)
WT_Cand_11992,5.181,0.194,High-Confidence (Std <= 0.20)
WT_Cand_11993,6.383,0.079,High-Confidence (Std <= 0.20)
WT_Cand_11994,5.761,0.111,High-Confidence (Std <= 0.20)
WT_Cand_11995,7.369,0.072,High-Confidence (Std <= 0.20)
WT_Cand_11996,5.492,0.101,High-Confidence (Std <= 0.20)
WT_Cand_11997,6.766,0.109,High-Confidence (Std <= 0.20)
WT_Cand_11998,7.814,0.201,Low-Confidence (Filtered Out)
WT_Cand_11999,6.734,0.068,High-Confidence (Std <= 0.20)
WT_Cand_12000,5.762,0.304,Low-Confidence (Filtered Out)
WT_Cand_12001,8.201,0.197,High-Confidence (Std <= 0.20)
WT_Cand_12002,4.689,0.125,High-Confidence (Std <= 0.20)
WT_Cand_12003,6.473,0.103,High-Confidence (Std <= 0.20)
WT_Cand_12004,6.802,0.089,High-Confidence (Std <= 0.20)
WT_Cand_12005,6.868,0.262,Low-Confidence (Filtered Out)
WT_Cand_12006,7.058,0.079,High-Confidence (Std <= 0.20)
WT_Cand_12007,7.552,0.009,High-Confidence (Std <= 0.20)
WT_Cand_12008,6.809,0.077,High-Confidence (Std <= 0.20)
WT_Cand_12009,6.427,0.372,Low-Confidence (Filtered Out)
WT_Cand_12010,6.381,0.041,High-Confidence (Std <= 0.20)
WT_Cand_12011,6.147,0.448,Low-Confidence (Filtered Out)
WT_Cand_12012,7.756,0.084,High-Confidence (Std <= 0.20)
WT_Cand_12013,6.106,0.079,High-Confidence (Std <= 0.20)
WT_Cand_12014,7.824,0.511,Low-Confidence (Filtered Out)
WT_Cand_12015,6.872,0.156,High-Confidence (Std <= 0.20)
